Motif,RBP
MTF18685,ZC3HAV1
MTF18686,ZC3HAV1
MTF18687,FTO
MTF18689,FTO
MTF18690,FTO
MTF18691,FTO
MTF18692,FTO
MTF18693,FTO
MTF18695,FTO
MTF18696,FTO
MTF18697,FTO
MTF18698,FTO
MTF18699,FTO
MTF18701,FTO
MTF18702,FTO
MTF18703,FTO
MTF18704,FTO
MTF18707,FTO
MTF18708,FTO
MTF18709,FTO
MTF18710,FTO
MTF18711,FTO
MTF18712,FTO
MTF18713,FTO
MTF18714,FTO
MTF18715,FTO
MTF18717,FTO
MTF18718,FTO
MTF18719,FTO
MTF18720,FTO
MTF18722,FTO
MTF18723,FTO
MTF18724,AIFM1
MTF18725,AIFM1
MTF18726,AIFM1
MTF18727,AIFM1
MTF18729,AIFM1
MTF18730,AIFM1
MTF18731,AIFM1
MTF18732,AIFM1
MTF18733,AIFM1
MTF18734,AIFM1
MTF18735,AIFM1
MTF18737,AIFM1
MTF18738,AIFM1
MTF18739,AIFM1
MTF18744,FUBP3
MTF18745,FUBP3
MTF18746,FUBP3
MTF18747,FUBP3
MTF18751,WDR4
MTF18755,WDR4
MTF18756,WDR4
MTF18757,WDR4
MTF18758,WDR4
MTF18759,WDR4
MTF18761,WDR4
MTF18762,WDR4
MTF18763,WDR4
MTF18764,WDR4
MTF18765,WDR4
MTF18768,WDR4
MTF18769,WDR4
MTF18770,WDR4
MTF18777,WDR4
MTF18778,WDR4
MTF18779,WDR4
MTF18780,WDR4
MTF18781,WDR4
MTF18782,WDR4
MTF18783,WDR4
MTF18785,WDR4
MTF18787,WDR4
MTF18788,WDR4
MTF18789,WDR4
MTF18790,FKBP4
MTF18791,FKBP4
MTF18792,FKBP4
MTF18793,FKBP4
MTF18794,FKBP4
MTF18795,FKBP4
MTF18796,FKBP4
MTF18798,FKBP4
MTF18801,FKBP4
MTF18802,FKBP4
MTF18804,HNRNPK
MTF18807,HNRNPK
MTF18811,HNRNPK
MTF18815,HNRNPK
MTF18817,HNRNPK
MTF18818,HNRNPK
MTF18824,HNRNPK
MTF18827,HNRNPK
MTF18828,HNRNPK
MTF18836,HNRNPK
MTF18837,HNRNPK
MTF18839,HNRNPK
MTF18841,HNRNPK
MTF18842,HNRNPK
MTF18843,HNRNPK
MTF18844,HNRNPK
MTF18845,HNRNPK
MTF18847,HNRNPK
MTF18848,HNRNPK
MTF18852,HNRNPK
MTF18855,HNRNPK
MTF18857,HNRNPK
MTF18858,HNRNPK
MTF18859,HNRNPK
MTF18861,HNRNPK
MTF18869,HNRNPK
MTF18870,HNRNPK
MTF18872,HNRNPK
MTF18873,HNRNPK
MTF18875,HNRNPK
MTF18877,HNRNPK
MTF18881,HNRNPK
MTF18882,BCCIP
MTF18883,BCCIP
MTF18884,BCCIP
MTF18885,BCCIP
MTF18886,BCCIP
MTF18887,BCCIP
MTF18888,BCCIP
MTF18889,BCCIP
MTF18890,BCCIP
MTF18891,BCCIP
MTF18892,BCCIP
MTF18893,BCCIP
MTF18894,BCCIP
MTF18895,BCCIP
MTF18896,BCCIP
MTF18897,BCCIP
MTF18898,BCCIP
MTF18899,BCCIP
MTF18900,BCCIP
MTF18901,BCCIP
MTF18902,BCCIP
MTF18904,BCCIP
MTF18905,BCCIP
MTF18906,BCCIP
MTF18907,BCCIP
MTF18908,BCCIP
MTF18909,MAP1LC3B
MTF18910,MAP1LC3B
MTF18911,MAP1LC3B
MTF18912,MAP1LC3B
MTF18913,MAP1LC3B
MTF18915,MAP1LC3B
MTF18917,MAP1LC3B
MTF18918,MAP1LC3B
MTF18919,MAP1LC3B
MTF18920,MAP1LC3B
MTF18922,MAP1LC3B
MTF18923,MAP1LC3B
MTF18924,MAP1LC3B
MTF18926,MAP1LC3B
MTF18927,MAP1LC3B
MTF18928,MAP1LC3B
MTF18929,MAP1LC3B
MTF18932,EIF4G2
MTF18933,EIF4G2
MTF18934,EIF4G2
MTF18935,EIF4G2
MTF18937,EIF4G2
MTF18938,EIF4G2
MTF18939,EIF4G2
MTF18940,EIF4G2
MTF18941,EIF4G2
MTF18942,EIF4G2
MTF18943,EIF4G2
MTF18945,EIF4G2
MTF18946,EIF4G2
MTF18947,EIF4G2
MTF18951,CPSF1
MTF18952,CPSF1
MTF18953,CPSF1
MTF18954,CPSF1
MTF18955,CPSF1
MTF18956,CPSF1
MTF18957,CPSF1
MTF18958,CPSF1
MTF18959,CPSF1
MTF18960,CPSF1
MTF18961,CPSF1
MTF18962,CPSF1
MTF18963,CPSF1
MTF18964,CPSF1
MTF18966,CPSF1
MTF18967,CPSF1
MTF18969,CPSF1
MTF18970,CPSF1
MTF18971,CPSF1
MTF18972,CPSF1
MTF18973,CPSF1
MTF18975,CPSF1
MTF18976,CPSF1
MTF18977,CPSF1
MTF18978,CPSF1
MTF18979,CPSF1
MTF18980,CPSF1
MTF18981,CPSF1
MTF18982,CPSF1
MTF18983,CPSF1
MTF18984,CPSF1
MTF18985,CPSF1
MTF18986,CPSF1
MTF18987,CPSF1
MTF18988,CPSF1
MTF18989,CPSF1
MTF18990,CPSF1
MTF18991,CPSF1
MTF18992,CPSF1
MTF18993,CPSF1
MTF18994,CPSF1
MTF18995,CPSF1
MTF18997,CPSF1
MTF18998,CPSF1
MTF18999,CPSF1
MTF19004,PUM1
MTF19005,PUM1
MTF19006,PUM1
MTF19007,PUM1
MTF19013,PUM1
MTF19014,PUM1
MTF19016,PUM1
MTF19017,PUM1
MTF19018,PUM1
MTF19019,PUM1
MTF19020,PUM1
MTF19021,PUM1
MTF19022,PUM1
MTF19023,PUM1
MTF19025,PUM1
MTF19026,TARDBP
MTF19027,TARDBP
MTF19030,TARDBP
MTF19031,TARDBP
MTF19033,TARDBP
MTF19034,TARDBP
MTF19036,TARDBP
MTF19038,TARDBP
MTF19039,TARDBP
MTF19040,TARDBP
MTF19041,TARDBP
MTF19042,TARDBP
MTF19043,TARDBP
MTF19048,TARDBP
MTF19051,TARDBP
MTF19053,TARDBP
MTF19054,TARDBP
MTF19056,TARDBP
MTF19057,TARDBP
MTF19058,TARDBP
MTF19059,TARDBP
MTF19060,TARDBP
MTF19062,TARDBP
MTF19065,TARDBP
MTF19068,TARDBP
MTF19070,TARDBP
MTF19071,TARDBP
MTF19072,TARDBP
MTF19074,TARDBP
MTF19075,TARDBP
MTF19078,TARDBP
MTF19079,TARDBP
MTF19082,TARDBP
MTF19083,TARDBP
MTF19084,TARDBP
MTF19087,TARDBP
MTF19089,TARDBP
MTF19091,TARDBP
MTF19092,TARDBP
MTF19093,TARDBP
MTF19095,TARDBP
MTF19096,TARDBP
MTF19097,TARDBP
MTF19098,TARDBP
MTF19102,TARDBP
MTF19103,TARDBP
MTF19106,TARDBP
MTF19107,TARDBP
MTF19108,TARDBP
MTF19109,TARDBP
MTF19110,TARDBP
MTF19111,TARDBP
MTF19112,TARDBP
MTF19113,TARDBP
MTF19120,TARDBP
MTF19123,TARDBP
MTF19124,TARDBP
MTF19125,TARDBP
MTF19126,TARDBP
MTF19128,TARDBP
MTF19129,TARDBP
MTF19131,TARDBP
MTF19132,TARDBP
MTF19133,TARDBP
MTF19135,TARDBP
MTF19138,TARDBP
MTF19140,TARDBP
MTF19142,TARDBP
MTF19143,TARDBP
MTF19144,TARDBP
MTF19145,TARDBP
MTF19146,TARDBP
MTF19152,TARDBP
MTF19153,TARDBP
MTF19155,TARDBP
MTF19156,TARDBP
MTF19157,TARDBP
MTF19159,TARDBP
MTF19160,TARDBP
MTF19162,TARDBP
MTF19163,TARDBP
MTF19164,TARDBP
MTF19165,TARDBP
MTF19166,TARDBP
MTF19169,TARDBP
MTF19171,TARDBP
MTF19172,TARDBP
MTF19173,TARDBP
MTF19174,TARDBP
MTF19175,TARDBP
MTF19176,TARDBP
MTF19177,TARDBP
MTF19178,TARDBP
MTF19179,TARDBP
MTF19181,TARDBP
MTF19182,TARDBP
MTF19184,TARDBP
MTF19185,TARDBP
MTF19187,TARDBP
MTF19189,TARDBP
MTF19193,TARDBP
MTF19194,TARDBP
MTF19196,TARDBP
MTF19197,TARDBP
MTF19199,TARDBP
MTF19200,TARDBP
MTF19201,TARDBP
MTF19202,TARDBP
MTF19203,TARDBP
MTF19204,TARDBP
MTF19206,TARDBP
MTF19207,TARDBP
MTF19210,TARDBP
MTF19211,TARDBP
MTF19212,TARDBP
MTF19216,TARDBP
MTF19217,TARDBP
MTF19219,TARDBP
MTF19220,TARDBP
MTF19222,TARDBP
MTF19223,TARDBP
MTF19224,TARDBP
MTF19225,TARDBP
MTF19226,TARDBP
MTF19228,TARDBP
MTF19229,TARDBP
MTF19230,TARDBP
MTF19231,TARDBP
MTF19232,TARDBP
MTF19234,TARDBP
MTF19235,TARDBP
MTF19236,TARDBP
MTF19241,TARDBP
MTF19243,TARDBP
MTF19246,TARDBP
MTF19248,TARDBP
MTF19251,RANGAP1
MTF19252,RANGAP1
MTF19253,RANGAP1
MTF19254,RANGAP1
MTF19255,RANGAP1
MTF19256,RANGAP1
MTF19257,RANGAP1
MTF19258,RANGAP1
MTF19259,RANGAP1
MTF19260,RANGAP1
MTF19261,RANGAP1
MTF19262,RANGAP1
MTF19263,RANGAP1
MTF19264,RANGAP1
MTF19265,RANGAP1
MTF19266,RANGAP1
MTF19267,RANGAP1
MTF19268,RANGAP1
MTF19269,CENPC
MTF19272,CENPC
MTF19274,CENPC
MTF19277,CENPC
MTF19278,CENPC
MTF19280,CENPC
MTF19281,CENPC
MTF19282,CENPC
MTF19283,CENPC
MTF19284,CENPC
MTF19285,CENPC
MTF19286,CENPC
MTF19287,CENPC
MTF19289,CENPC
MTF19291,PCBP2
MTF19295,PCBP2
MTF19297,PCBP2
MTF19298,PCBP2
MTF19299,PCBP2
MTF19300,PCBP2
MTF19301,PCBP2
MTF19303,PCBP2
MTF19304,PCBP2
MTF19305,PCBP2
MTF19306,PCBP2
MTF19307,PCBP2
MTF19308,PCBP2
MTF19309,PCBP2
MTF19310,PCBP2
MTF19312,PCBP2
MTF19315,PCBP2
MTF19316,PCBP2
MTF19319,PCBP2
MTF19324,PCBP2
MTF19325,PCBP2
MTF19326,PCBP2
MTF19328,PCBP2
MTF19329,PCBP2
MTF19330,PCBP2
MTF19332,PCBP2
MTF19333,PCBP2
MTF19335,PCBP2
MTF19336,PCBP2
MTF19338,DHX9
MTF19340,DHX9
MTF19341,DHX9
MTF19343,DHX9
MTF19344,DHX9
MTF19345,DHX9
MTF19346,DHX9
MTF19347,DHX9
MTF19348,DHX9
MTF19349,DHX9
MTF19350,DHX9
MTF19351,DHX9
MTF19352,DHX9
MTF19353,DHX9
MTF19355,DHX9
MTF19356,DHX9
MTF19358,DHX9
MTF19359,DHX9
MTF19360,DHX9
MTF19361,DHX9
MTF19363,DHX9
MTF19364,DHX9
MTF19367,DHX9
MTF19368,DROSHA
MTF19371,DROSHA
MTF19372,DROSHA
MTF19373,DROSHA
MTF19374,DROSHA
MTF19375,DROSHA
MTF19376,DROSHA
MTF19377,DROSHA
MTF19378,DROSHA
MTF19381,DROSHA
MTF19383,DROSHA
MTF19384,DROSHA
MTF19386,DROSHA
MTF19387,DROSHA
MTF19390,DROSHA
MTF19391,DROSHA
MTF19392,DROSHA
MTF19393,DROSHA
MTF19394,DROSHA
MTF19395,DROSHA
MTF19396,DROSHA
MTF19397,DROSHA
MTF19398,DROSHA
MTF19400,DROSHA
MTF19401,DROSHA
MTF19403,DDX54
MTF19404,DDX54
MTF19408,DDX54
MTF19409,DDX54
MTF19412,DDX54
MTF19413,DDX54
MTF19414,DDX54
MTF19415,DDX54
MTF19417,DDX54
MTF19418,DDX54
MTF19420,DDX54
MTF19421,DDX54
MTF19422,DDX54
MTF19423,DDX54
MTF19424,DDX54
MTF19425,DDX54
MTF19426,DDX54
MTF19430,DDX54
MTF19432,DDX54
MTF19434,DDX54
MTF19435,DDX54
MTF19436,DDX54
MTF19437,DDX54
MTF19438,DDX54
MTF19439,DDX54
MTF19441,DDX54
MTF19442,DDX54
MTF19443,DDX54
MTF19446,DDX54
MTF19447,DDX54
MTF19448,DDX54
MTF19451,DDX54
MTF19454,DDX54
MTF19455,DDX54
MTF19457,DDX54
MTF19458,DDX54
MTF19461,DDX54
MTF19462,DDX54
MTF19463,DDX54
MTF19464,DDX54
MTF19465,DDX54
MTF19466,DDX54
MTF19467,DDX54
MTF19469,DDX54
MTF19470,DDX54
MTF19472,DDX54
MTF19473,DDX54
MTF19474,TARBP2
MTF19475,TARBP2
MTF19476,TARBP2
MTF19477,TARBP2
MTF19478,TARBP2
MTF19479,TARBP2
MTF19480,TARBP2
MTF19481,TARBP2
MTF19482,TARBP2
MTF19483,TARBP2
MTF19484,TARBP2
MTF19486,TARBP2
MTF19487,TARBP2
MTF19488,TARBP2
MTF19489,TARBP2
MTF19490,TARBP2
MTF19492,TARBP2
MTF19493,TARBP2
MTF19494,TARBP2
MTF19495,TARBP2
MTF19496,TARBP2
MTF19498,TARBP2
MTF19499,TARBP2
MTF19500,TARBP2
MTF19501,TARBP2
MTF19502,TARBP2
MTF19503,SNRPA
MTF19504,SNRPA
MTF19505,SNRPA
MTF19506,SNRPA
MTF19507,SNRPA
MTF19508,SNRPA
MTF19509,SNRPA
MTF19510,SNRPA
MTF19511,SNRPA
MTF19512,SNRPA
MTF19513,SNRPA
MTF19514,SNRPA
MTF19515,SNRPA
MTF19516,SNRPA
MTF19517,SNRPA
MTF19518,SNRPA
MTF19520,SNRPA
MTF19521,SNRPA
MTF19522,SNRPA
MTF19523,SNRPA
MTF19525,SNRPA
MTF19526,SNRPA
MTF19527,SNRPA
MTF19528,SNRPA
MTF19529,SNRPA
MTF19530,SNRPA
MTF19532,SNRPA
MTF19533,SNRPA
MTF19534,SNRPA
MTF19535,NIPBL
MTF19536,NIPBL
MTF19537,NIPBL
MTF19538,NIPBL
MTF19540,NIPBL
MTF19541,NIPBL
MTF19542,NIPBL
MTF19543,NIPBL
MTF19544,NIPBL
MTF19548,YTHDF1
MTF19552,YTHDF1
MTF19553,YTHDF1
MTF19554,YTHDF1
MTF19561,YTHDF1
MTF19563,YTHDF1
MTF19566,YTHDF1
MTF19568,YTHDF1
MTF19571,YTHDF1
MTF19572,YTHDF1
MTF19576,YTHDF1
MTF19578,YTHDF1
MTF19579,YTHDF1
MTF19582,YTHDF1
MTF19583,YTHDF1
MTF19584,YTHDF1
MTF19585,YTHDF1
MTF19586,YTHDF1
MTF19587,YTHDF1
MTF19589,YTHDF1
MTF19592,YTHDF1
MTF19593,YTHDF1
MTF19595,YTHDF1
MTF19597,YTHDF1
MTF19599,YTHDF1
MTF19602,YTHDF1
MTF19603,YTHDF1
MTF19605,YTHDF1
MTF19607,YTHDF1
MTF19608,YTHDF1
MTF19609,YTHDF1
MTF19610,YTHDF1
MTF19618,YTHDF1
MTF19621,YTHDF1
MTF19627,YTHDF1
MTF19637,YTHDF1
MTF19638,YTHDF1
MTF19639,YTHDF1
MTF19641,YTHDF1
MTF19646,YTHDF1
MTF19650,YTHDF1
MTF19652,YTHDF1
MTF19654,YTHDF1
MTF19655,YTHDF1
MTF19656,YTHDF1
MTF19657,ATXN2
MTF19659,ATXN2
MTF19663,ATXN2
MTF19664,ATXN2
MTF19665,ATXN2
MTF19666,ATXN2
MTF19667,ATXN2
MTF19669,ATXN2
MTF19670,ATXN2
MTF19671,ATXN2
MTF19672,ATXN2
MTF19675,ATXN2
MTF19676,ATXN2
MTF19677,ATXN2
MTF19678,ATXN2
MTF19679,ATXN2
MTF19680,ATXN2
MTF19681,ATXN2
MTF19682,ATXN2
MTF19685,ATXN2
MTF19686,ATXN2
MTF19687,ATXN2
MTF19688,ATXN2
MTF19689,PUM2
MTF19690,PUM2
MTF19691,PUM2
MTF19692,PUM2
MTF19693,PUM2
MTF19697,HNRNPL
MTF19698,HNRNPL
MTF19699,HNRNPL
MTF19700,HNRNPL
MTF19701,HNRNPL
MTF19703,HNRNPL
MTF19704,HNRNPL
MTF19705,HNRNPL
MTF19711,HNRNPL
MTF19712,HNRNPL
MTF19713,HNRNPL
MTF19714,HNRNPL
MTF19715,HNRNPL
MTF19716,HNRNPL
MTF19717,HNRNPL
MTF19722,HNRNPL
MTF19723,HNRNPL
MTF19724,HNRNPL
MTF19725,HNRNPL
MTF19726,HNRNPL
MTF19727,HNRNPL
MTF19728,HNRNPL
MTF19729,HNRNPL
MTF19730,HNRNPL
MTF19731,HNRNPL
MTF19732,HNRNPL
MTF19733,HNRNPL
MTF19734,HNRNPL
MTF19735,HNRNPL
MTF19736,HNRNPL
MTF19737,HNRNPL
MTF19738,HNRNPL
MTF19740,HNRNPL
MTF19741,HNRNPL
MTF19742,HNRNPL
MTF19743,HNRNPL
MTF19744,HNRNPL
MTF19745,HNRNPL
MTF19746,HNRNPL
MTF19747,HNRNPL
MTF19748,HNRNPL
MTF19749,HNRNPL
MTF19750,HNRNPL
MTF19751,HNRNPL
MTF19753,HNRNPL
MTF19754,HNRNPL
MTF19756,HNRNPL
MTF19757,HNRNPL
MTF19758,HNRNPL
MTF19759,HNRNPL
MTF19760,HNRNPL
MTF19761,HNRNPL
MTF19762,HNRNPL
MTF19763,HNRNPL
MTF19764,HNRNPL
MTF19765,HNRNPL
MTF19766,HNRNPL
MTF19767,HNRNPL
MTF19768,PRKDC
MTF19769,PRKDC
MTF19771,PRKDC
MTF19772,PRKDC
MTF19773,PRKDC
MTF19774,PRKDC
MTF19775,HDLBP
MTF19777,HDLBP
MTF19782,HDLBP
MTF19783,HDLBP
MTF19785,HDLBP
MTF19787,HDLBP
MTF19789,HDLBP
MTF19790,HDLBP
MTF19791,HDLBP
MTF19792,HDLBP
MTF19793,HDLBP
MTF19794,HDLBP
MTF19796,HDLBP
MTF19797,HDLBP
MTF19798,HDLBP
MTF19799,HDLBP
MTF19800,HDLBP
MTF19802,HDLBP
MTF19804,HDLBP
MTF19805,HDLBP
MTF19807,HDLBP
MTF19808,HDLBP
MTF19809,HDLBP
MTF19813,HDLBP
MTF19816,HDLBP
MTF19817,EIF4A3
MTF19820,EIF4A3
MTF19821,EIF4A3
MTF19822,EIF4A3
MTF19823,EIF4A3
MTF19824,EIF4A3
MTF19825,EIF4A3
MTF19826,EIF4A3
MTF19828,EIF4A3
MTF19829,EIF4A3
MTF19830,EIF4A3
MTF19831,EIF4A3
MTF19832,EIF4A3
MTF19833,EIF4A3
MTF19836,EIF4A3
MTF19837,EIF4A3
MTF19838,EIF4A3
MTF19839,EIF4A3
MTF19840,EIF4A3
MTF19841,EIF4A3
MTF19842,EIF4A3
MTF19843,EIF4A3
MTF19844,EIF4A3
MTF19849,EIF4A3
MTF19850,EIF4A3
MTF19851,EIF4A3
MTF19852,EIF4A3
MTF19853,EIF4A3
MTF19855,EIF4A3
MTF19856,EIF4A3
MTF19857,EIF4A3
MTF19858,EIF4A3
MTF19859,EIF4A3
MTF19860,EIF4A3
MTF19861,EIF4A3
MTF19862,EIF4A3
MTF19864,EIF4A3
MTF19865,EIF4A3
MTF19866,ALKBH1
MTF19867,ALKBH1
MTF19868,ALKBH1
MTF19869,ALKBH1
MTF19870,ALKBH1
MTF19871,ALKBH1
MTF19872,ALKBH1
MTF19873,ALKBH1
MTF19874,ALKBH1
MTF19875,ALKBH1
MTF19876,ALKBH1
MTF19878,ALKBH1
MTF19879,ALKBH1
MTF19880,ALKBH1
MTF19881,ALKBH1
MTF19882,ALKBH1
MTF19883,ALKBH1
MTF19884,ALKBH1
MTF19885,ALKBH1
MTF19886,ALKBH1
MTF19887,ALKBH1
MTF19888,ALKBH1
MTF19889,ALKBH1
MTF19890,ALKBH1
MTF19891,ALKBH1
MTF19892,ALKBH1
MTF19893,ALKBH1
MTF19894,ALKBH1
MTF19895,ALKBH1
MTF19896,ALKBH1
MTF19897,ALKBH1
MTF19898,ALKBH1
MTF19899,ALKBH1
MTF19900,ALKBH1
MTF19901,ALKBH1
MTF19902,ALKBH1
MTF19903,ALKBH1
MTF19904,ALKBH1
MTF19905,ALKBH1
MTF19906,ALKBH1
MTF19907,ALKBH1
MTF19908,ALKBH1
MTF19909,ALKBH1
MTF19910,CDK1
MTF19911,CDK1
MTF19912,CDK1
MTF19913,CDK1
MTF19914,CDK1
MTF19916,CDK1
MTF19917,CDK1
MTF19922,CDK1
MTF19923,CDK1
MTF19924,CDK1
MTF19925,CDK1
MTF19926,CDK1
MTF19927,CDK1
MTF19928,CDK1
MTF19929,CDK1
MTF19930,CDK1
MTF19931,CDK1
MTF19932,CDK1
MTF19933,CDK1
MTF19934,CDK1
MTF19935,CDK1
MTF19936,CDK1
MTF19937,HNRNPC
MTF19938,HNRNPC
MTF19941,HNRNPC
MTF19947,HNRNPC
MTF19950,HNRNPC
MTF19954,HNRNPC
MTF19957,HNRNPC
MTF19963,HNRNPC
MTF19966,HNRNPC
MTF19972,HNRNPC
MTF19977,HNRNPC
MTF19978,HNRNPC
MTF19979,HNRNPC
MTF19980,HNRNPC
MTF19981,HNRNPC
MTF19982,HNRNPC
MTF19984,HNRNPC
MTF19985,HNRNPC
MTF20002,HNRNPC
MTF20006,HNRNPC
MTF20009,HNRNPC
MTF20014,HNRNPC
MTF20015,HNRNPC
MTF20022,HNRNPC
MTF20025,HNRNPC
MTF20027,HNRNPC
MTF20028,HNRNPC
MTF20030,HNRNPC
MTF20032,HNRNPC
MTF20038,HNRNPC
MTF20039,HNRNPC
MTF20040,HNRNPC
MTF20041,HNRNPC
MTF20043,HNRNPC
MTF20044,HNRNPC
MTF20045,HNRNPC
MTF20047,HNRNPC
MTF20054,HNRNPC
MTF20056,HNRNPC
MTF20057,HNRNPC
MTF20061,HNRNPC
MTF20064,HNRNPC
MTF20065,HNRNPC
MTF20066,HNRNPC
MTF20068,HNRNPC
MTF20069,HNRNPC
MTF20071,HNRNPC
MTF20073,HNRNPC
MTF20076,HNRNPC
MTF20077,HNRNPC
MTF20078,HNRNPC
MTF20079,HNRNPC
MTF20082,HNRNPC
MTF20084,HNRNPC
MTF20088,HNRNPC
MTF20091,HNRNPC
MTF20092,HNRNPC
MTF20093,HNRNPC
MTF20097,HNRNPC
MTF20098,HNRNPC
MTF20102,HNRNPC
MTF20105,HNRNPC
MTF20110,HNRNPC
MTF20111,HNRNPC
MTF20112,HNRNPC
MTF20113,HNRNPC
MTF20114,HNRNPC
MTF20115,HNRNPC
MTF20121,HNRNPC
MTF20127,HNRNPC
MTF20128,NEMF
MTF20129,NEMF
MTF20130,NEMF
MTF20131,NEMF
MTF20132,NEMF
MTF20133,NEMF
MTF20134,NEMF
MTF20136,NEMF
MTF20137,NEMF
MTF20138,NEMF
MTF20139,NEMF
MTF20140,NEMF
MTF20141,NEMF
MTF20142,NEMF
MTF20143,NEMF
MTF20144,NEMF
MTF20145,NEMF
MTF20146,NEMF
MTF20147,NEMF
MTF20148,NEMF
MTF20149,NEMF
MTF20151,NEMF
MTF20152,NEMF
MTF20153,NEMF
MTF20154,NEMF
MTF20155,NEMF
MTF20159,KHDRBS1
MTF20161,KHDRBS1
MTF20168,KHDRBS1
MTF20170,KHDRBS1
MTF20171,KHDRBS1
MTF20172,KHDRBS1
MTF20173,KHDRBS1
MTF20174,KHDRBS1
MTF20176,KHDRBS1
MTF20177,KHDRBS1
MTF20178,KHDRBS1
MTF20179,KHDRBS1
MTF20180,KHDRBS1
MTF20181,KHDRBS1
MTF20182,KHDRBS1
MTF20184,KHDRBS1
MTF20186,PTBP1
MTF20190,PTBP1
MTF20191,PTBP1
MTF20193,PTBP1
MTF20195,PTBP1
MTF20196,PTBP1
MTF20197,PTBP1
MTF20203,PTBP1
MTF20205,PTBP1
MTF20206,PTBP1
MTF20208,PTBP1
MTF20213,PTBP1
MTF20215,PTBP1
MTF20216,PTBP1
MTF20217,PTBP1
MTF20218,PTBP1
MTF20219,PTBP1
MTF20223,PTBP1
MTF20226,PTBP1
MTF20228,PTBP1
MTF20229,PTBP1
MTF20230,PTBP1
MTF20234,PTBP1
MTF20235,PTBP1
MTF20237,PTBP1
MTF20238,PTBP1
MTF20239,PTBP1
MTF20241,PTBP1
MTF20243,PTBP1
MTF20244,PTBP1
MTF20246,PTBP1
MTF20248,PTBP1
MTF20249,PTBP1
MTF20251,PTBP1
MTF20252,PTBP1
MTF20253,PTBP1
MTF20255,PTBP1
MTF20256,PTBP1
MTF20257,PTBP1
MTF20258,PTBP1
MTF20259,PTBP1
MTF20272,PTBP1
MTF20289,PTBP1
MTF20290,PTBP1
MTF20300,PTBP1
MTF20301,PTBP1
MTF20302,PTBP1
MTF20303,PTBP1
MTF20305,PTBP1
MTF20307,PTBP1
MTF20312,PTBP1
MTF20315,PTBP1
MTF20321,PTBP1
MTF20325,PTBP1
MTF20326,PTBP1
MTF20328,PTBP1
MTF20331,PTBP1
MTF20332,PTBP1
MTF20333,PTBP1
MTF20336,PTBP1
MTF20337,PTBP1
MTF20338,PTBP1
MTF20344,PTBP1
MTF20347,PTBP1
MTF20348,PTBP1
MTF20349,PTBP1
MTF20350,PTBP1
MTF20352,PTBP1
MTF20353,PTBP1
MTF20356,PTBP1
MTF20358,PTBP1
MTF20361,PTBP1
MTF20363,PTBP1
MTF20365,PTBP1
MTF20366,PTBP1
MTF20367,PTBP1
MTF20369,PTBP1
MTF20370,PTBP1
MTF20371,PTBP1
MTF20378,PTBP1
MTF20379,PTBP1
MTF20383,PTBP1
MTF20385,PTBP1
MTF20386,PTBP1
MTF20387,PTBP1
MTF20388,NOLC1
MTF20389,NOLC1
MTF20391,NOLC1
MTF20392,NOLC1
MTF20393,NOLC1
MTF20394,NOLC1
MTF20396,NOLC1
MTF20397,NOLC1
MTF20398,NOLC1
MTF20400,NOLC1
MTF20401,NOLC1
MTF20402,NOLC1
MTF20405,NOLC1
MTF20406,NOLC1
MTF20407,NOLC1
MTF20408,NOLC1
MTF20409,NOLC1
MTF20410,NOLC1
MTF20411,NOLC1
MTF20412,NOLC1
MTF20413,NOLC1
MTF20414,NOLC1
MTF20415,NOLC1
MTF20417,RPL29
MTF20418,RPL29
MTF20423,RPL29
MTF20424,RPL29
MTF20429,RPL29
MTF20432,RPL29
MTF20433,RPL29
MTF20434,RPL29
MTF20435,RPL29
MTF20437,RPL29
MTF20438,RPL29
MTF20439,RPL29
MTF20440,RPL29
MTF20442,APOBEC3F
MTF20443,APOBEC3F
MTF20444,APOBEC3F
MTF20445,APOBEC3F
MTF20446,APOBEC3F
MTF20447,APOBEC3F
MTF20448,APOBEC3F
MTF20449,APOBEC3F
MTF20450,APOBEC3F
MTF20451,APOBEC3F
MTF20452,APOBEC3F
MTF20453,APOBEC3F
MTF20454,APOBEC3F
MTF20455,APOBEC3F
MTF20456,APOBEC3F
MTF20457,APOBEC3F
MTF20458,APOBEC3F
MTF20460,YTHDF3
MTF20461,YTHDF3
MTF20462,YTHDF3
MTF20463,YTHDF3
MTF20464,YTHDF3
MTF20465,YTHDF3
MTF20466,YTHDF3
MTF20467,YTHDF3
MTF20468,YTHDF3
MTF20469,YTHDF3
MTF20471,YTHDF3
MTF20472,YTHDF3
MTF20473,YTHDF3
MTF20474,YTHDF3
MTF20475,YTHDF3
MTF20476,YTHDF3
MTF20477,YTHDF3
MTF20478,YTHDF3
MTF20479,YTHDF3
MTF20480,YTHDF3
MTF20481,YTHDF3
MTF20483,YTHDF3
MTF20484,YTHDF3
MTF20485,YTHDF3
MTF20487,YTHDF3
MTF20488,YTHDF3
MTF20489,YTHDF3
MTF20490,YTHDF3
MTF20491,YTHDF3
MTF20492,YTHDF3
MTF20493,YTHDF3
MTF20494,YTHDF3
MTF20496,YTHDF3
MTF20498,YTHDF3
MTF20501,YTHDF3
MTF20502,YTHDF3
MTF20506,YTHDF3
MTF20508,YTHDF3
MTF20512,YTHDF3
MTF20514,YTHDF3
MTF20515,YTHDF3
