Motif,RBP
MTF20516,YTHDF3
MTF20517,YTHDF3
MTF20518,YTHDF3
MTF20519,YTHDF3
MTF20520,YTHDF3
MTF20521,YTHDF3
MTF20522,YTHDF3
MTF20523,YTHDF3
MTF20524,YTHDF3
MTF20525,YTHDF3
MTF20527,YTHDF3
MTF20528,YTHDF3
MTF20529,YTHDF3
MTF20530,YTHDF3
MTF20531,YTHDF3
MTF20532,YTHDF3
MTF20533,YTHDF3
MTF20534,YTHDF3
MTF20535,YTHDF3
MTF20536,YTHDF3
MTF20537,YTHDF3
MTF20540,YTHDF3
MTF20541,YTHDF3
MTF20542,YTHDF3
MTF20543,YTHDF3
MTF20545,YTHDF3
MTF20546,YTHDF3
MTF20547,YTHDF3
MTF20549,YTHDF3
MTF20550,YTHDF3
MTF20552,YTHDF3
MTF20553,YTHDF3
MTF20554,YTHDF3
MTF20555,YTHDF3
MTF20556,YTHDF3
MTF20558,LIN28A
MTF20559,LIN28A
MTF20560,LIN28A
MTF20562,LIN28A
MTF20563,LIN28A
MTF20564,LIN28A
MTF20565,LIN28A
MTF20566,LIN28A
MTF20567,LIN28A
MTF20568,LIN28A
MTF20569,LIN28A
MTF20570,LIN28A
MTF20571,LIN28A
MTF20572,LIN28A
MTF20573,LIN28A
MTF20574,LIN28A
MTF20575,LIN28A
MTF20576,LIN28A
MTF20577,LIN28A
MTF20578,LIN28A
MTF20579,LIN28A
MTF20580,LIN28A
MTF20581,LIN28A
MTF20582,LIN28A
MTF20583,LIN28A
MTF20584,LIN28A
MTF20585,LIN28A
MTF20586,LIN28A
MTF20590,LIN28A
MTF20591,LIN28A
MTF20592,LIN28A
MTF20593,LIN28A
MTF20594,ZCCHC14
MTF20595,ZCCHC14
MTF20596,ZCCHC14
MTF20597,ZCCHC14
MTF20598,ZCCHC14
MTF20599,ZCCHC14
MTF20600,ZCCHC14
MTF20601,ZCCHC14
MTF20602,ZCCHC14
MTF20603,ZCCHC14
MTF20604,ZCCHC14
MTF20605,ZCCHC14
MTF20606,ZCCHC14
MTF20607,ZCCHC14
MTF20609,ZCCHC14
MTF20610,ZCCHC14
MTF20611,ZCCHC14
MTF20612,ZCCHC14
MTF20613,ZCCHC14
MTF20615,ZCCHC14
MTF20616,ZCCHC14
MTF20618,ZCCHC14
MTF20619,RBM10
MTF20622,RBM10
MTF20624,RBM10
MTF20625,RBM10
MTF20626,RBM10
MTF20627,RBM10
MTF20628,RBM10
MTF20629,RBM10
MTF20631,RBM10
MTF20632,RBM10
MTF20633,RBM10
MTF20634,RBM10
MTF20635,RBM10
MTF20636,RBM10
MTF20637,RBM10
MTF20638,RBM10
MTF20639,RBM10
MTF20640,RBM10
MTF20641,RBM10
MTF20642,RBM10
MTF20643,TUT1
MTF20644,TUT1
MTF20645,TUT1
MTF20646,TUT1
MTF20647,TUT1
MTF20648,RPS3
MTF20649,RPS3
MTF20650,RPS3
MTF20651,RPS3
MTF20652,RPS3
MTF20653,RPS3
MTF20654,RPS3
MTF20655,RPS3
MTF20657,RPS3
MTF20658,RPS3
MTF20659,RPS3
MTF20660,RPS3
MTF20661,RPS3
MTF20662,RPS3
MTF20664,RPS3
MTF20665,RPS3
MTF20666,RPS3
MTF20667,RPS3
MTF20668,RPS3
MTF20669,RPS3
MTF20670,RPS3
MTF20671,RPS3
MTF20675,ENO1
MTF20676,ENO1
MTF20677,ENO1
MTF20678,ENO1
MTF20679,ENO1
MTF20680,ENO1
MTF20681,ENO1
MTF20682,ENO1
MTF20683,ENO1
MTF20684,ENO1
MTF20685,ENO1
MTF20686,ENO1
MTF20687,ENO1
MTF20689,ENO1
MTF20690,CPSF2
MTF20691,CPSF2
MTF20692,CPSF2
MTF20694,CPSF2
MTF20695,CPSF2
MTF20696,CPSF2
MTF20697,CPSF2
MTF20698,CPSF2
MTF20699,CPSF2
MTF20700,CPSF2
MTF20701,CPSF2
MTF20702,CPSF2
MTF20703,CPSF2
MTF20704,CPSF2
MTF20711,CPSF2
MTF20714,CPSF2
MTF20715,CPSF2
MTF20718,SLTM
MTF20719,SLTM
MTF20720,SLTM
MTF20721,SLTM
MTF20722,SLTM
MTF20723,SLTM
MTF20724,SLTM
MTF20725,SLTM
MTF20727,SLTM
MTF20728,SLTM
MTF20729,SLTM
MTF20731,SLTM
MTF20732,SLTM
MTF20733,SLTM
MTF20734,SLTM
MTF20735,SLTM
MTF20736,SLTM
MTF20738,SLTM
MTF20739,SLTM
MTF20740,SLTM
MTF20741,SLTM
MTF20744,SLTM
MTF20746,SLTM
MTF20749,FXR2
MTF20754,FXR2
MTF20755,FXR2
MTF20756,FXR2
MTF20757,FXR2
MTF20758,FXR2
MTF20759,FXR2
MTF20760,FXR2
MTF20761,FXR2
MTF20764,FXR2
MTF20765,FXR2
MTF20766,FXR2
MTF20769,FXR2
MTF20770,FXR2
MTF20771,FXR2
MTF20772,FXR2
MTF20773,FXR2
MTF20774,FXR2
MTF20775,FXR2
MTF20776,FXR2
MTF20777,FXR2
MTF20778,FXR2
MTF20779,FXR2
MTF20780,FXR2
MTF20781,FXR2
MTF20784,FXR2
MTF20785,FXR2
MTF20786,FXR2
MTF20788,FXR2
MTF20789,FXR2
MTF20790,FXR2
MTF20791,FXR2
MTF20792,FXR2
MTF20793,MATR3
MTF20795,MATR3
MTF20797,MATR3
MTF20799,MATR3
MTF20802,MATR3
MTF20803,MATR3
MTF20811,MATR3
MTF20812,MATR3
MTF20813,MATR3
MTF20816,MATR3
MTF20819,MATR3
MTF20821,MATR3
MTF20825,MATR3
MTF20826,MATR3
MTF20829,MATR3
MTF20830,MATR3
MTF20831,MATR3
MTF20832,MATR3
MTF20834,MATR3
MTF20836,MATR3
MTF20838,MATR3
MTF20839,MATR3
MTF20841,MATR3
MTF20844,MATR3
MTF20845,MATR3
MTF20846,MATR3
MTF20847,MATR3
MTF20849,MATR3
MTF20856,MATR3
MTF20861,MATR3
MTF20864,MATR3
MTF20868,MATR3
MTF20869,ZFP36
MTF20870,ZFP36
MTF20871,ZFP36
MTF20872,ZFP36
MTF20874,ZFP36
MTF20875,ZFP36
MTF20878,ZFP36
MTF20879,ZFP36
MTF20880,ZFP36
MTF20883,ZFP36
MTF20885,ZFP36
MTF20887,ZFP36
MTF20888,ZFP36
MTF20889,ZFP36
MTF20890,ZFP36
MTF20892,ZFP36
MTF20893,ZFP36
MTF20894,ZFP36
MTF20895,ZFP36
MTF20896,ZFP36
MTF20897,EXOSC5
MTF20898,EXOSC5
MTF20899,EXOSC5
MTF20900,EXOSC5
MTF20901,EXOSC5
MTF20902,EXOSC5
MTF20903,EXOSC5
MTF20904,EXOSC5
MTF20905,EXOSC5
MTF20906,EXOSC5
MTF20907,EXOSC5
MTF20908,EXOSC5
MTF20909,EXOSC5
MTF20910,EXOSC5
MTF20912,EXOSC5
MTF20913,EXOSC5
MTF20914,EXOSC5
MTF20915,EXOSC5
MTF20916,EXOSC5
MTF20917,EXOSC5
MTF20918,EXOSC5
MTF20919,EXOSC5
MTF20920,EXOSC5
MTF20921,EXOSC5
MTF20922,EXOSC5
MTF20923,EXOSC5
MTF20924,EXOSC5
MTF20926,EXOSC5
MTF20927,EXOSC5
MTF20929,EXOSC5
MTF20930,EXOSC5
MTF20932,EXOSC5
MTF20933,EXOSC5
MTF20934,EXOSC5
MTF20936,EXOSC5
MTF20938,EXOSC5
MTF20939,EXOSC5
MTF20940,EXOSC5
MTF20941,EXOSC5
MTF20942,EXOSC5
MTF20943,DDX5
MTF20944,DDX5
MTF20945,DDX5
MTF20946,DDX5
MTF20947,DDX5
MTF20948,DDX5
MTF20949,DDX5
MTF20950,DDX5
MTF20951,DDX5
MTF20952,DDX5
MTF20953,DDX5
MTF20954,DDX5
MTF20955,DDX5
MTF20956,DDX5
MTF20958,DDX5
MTF20959,DDX5
MTF20960,DDX5
MTF20961,DDX5
MTF20962,DDX5
MTF20963,DDX5
MTF20964,DICER1
MTF20965,DICER1
MTF20966,DICER1
MTF20967,DICER1
MTF20968,DICER1
MTF20969,DICER1
MTF20970,DICER1
MTF20972,DICER1
MTF20973,DICER1
MTF20974,DICER1
MTF20975,DICER1
MTF20976,DICER1
MTF20977,DICER1
MTF20978,DICER1
MTF20980,DICER1
MTF20981,DICER1
MTF20984,DICER1
MTF20985,DICER1
MTF20986,DICER1
MTF20987,DICER1
MTF20988,DICER1
MTF20989,DICER1
MTF20990,DICER1
MTF20992,DICER1
MTF20994,DICER1
MTF20995,DICER1
MTF20996,DICER1
MTF20997,DICER1
MTF20998,DICER1
MTF20999,DICER1
MTF21000,DICER1
MTF21001,DICER1
MTF21002,DICER1
MTF21003,DICER1
MTF21005,DICER1
MTF21006,DICER1
MTF21007,DICER1
MTF21008,DICER1
MTF21009,DICER1
MTF21010,DICER1
MTF21011,DICER1
MTF21012,DICER1
MTF21013,DICER1
MTF21014,DICER1
MTF21015,DICER1
MTF21016,DICER1
MTF21017,RPL5
MTF21018,RPL5
MTF21019,RPL5
MTF21020,RPL5
MTF21021,RPL5
MTF21023,RPL5
MTF21024,RPL5
MTF21025,RPL5
MTF21026,RPL5
MTF21028,RELA
MTF21029,RELA
MTF21030,RELA
MTF21031,RELA
MTF21032,RELA
MTF21033,RELA
MTF21035,RELA
MTF21036,RELA
MTF21037,RELA
MTF21039,RELA
MTF21040,RELA
MTF21041,RELA
MTF21042,RELA
MTF21043,CHTOP
MTF21044,CHTOP
MTF21045,CHTOP
MTF21049,CHTOP
MTF21051,CHTOP
MTF21052,CHTOP
MTF21053,CHTOP
MTF21054,CHTOP
MTF21055,CHTOP
MTF21056,CHTOP
MTF21057,CHTOP
MTF21058,CHTOP
MTF21059,CHTOP
MTF21061,CHTOP
MTF21062,CHTOP
MTF21063,CHTOP
MTF21064,CHTOP
MTF21065,CHTOP
MTF21067,CHTOP
MTF21068,CHTOP
MTF21069,CHTOP
MTF21070,MKRN1
MTF21071,MKRN1
MTF21072,MKRN1
MTF21073,MKRN1
MTF21074,MKRN1
MTF21075,MKRN1
MTF21076,MKRN1
MTF21077,MKRN1
MTF21078,MKRN1
MTF21079,MKRN1
MTF21081,MKRN1
MTF21082,MKRN1
MTF21083,MKRN1
MTF21084,MKRN1
MTF21085,MKRN1
MTF21086,MKRN1
MTF21087,MKRN1
MTF21089,MKRN1
MTF21090,MKRN1
MTF21091,ZC3H11A
MTF21092,ZC3H11A
MTF21093,ZC3H11A
MTF21094,ZC3H11A
MTF21095,ZC3H11A
MTF21096,ZC3H11A
MTF21098,ZC3H11A
MTF21100,ZC3H11A
MTF21101,ZC3H11A
MTF21103,ZC3H11A
MTF21104,ZC3H11A
MTF21105,ZC3H11A
MTF21106,ZC3H11A
MTF21108,ZC3H11A
MTF21110,BCL11B
MTF21112,BCL11B
MTF21113,BCL11B
MTF21114,BCL11B
MTF21117,BCL11B
MTF21118,BCL11B
MTF21122,BCL11B
MTF21123,BCL11B
MTF21124,BCL11B
MTF21125,BCL11B
MTF21127,BCL11B
MTF21128,BCL11B
MTF21132,BCL11B
MTF21134,BCL11B
MTF21137,BCL11B
MTF21138,BCL11B
MTF21139,BCL11B
MTF21140,BCL11B
MTF21145,CPSF4
MTF21146,CPSF4
MTF21147,CPSF4
MTF21148,CPSF4
MTF21149,CPSF4
MTF21150,CPSF4
MTF21151,CPSF4
MTF21153,CPSF4
MTF21154,CPSF4
MTF21155,CPSF4
MTF21156,CPSF4
MTF21157,CPSF4
MTF21158,CPSF4
MTF21159,CPSF4
MTF21160,RRBP1
MTF21161,RRBP1
MTF21162,RRBP1
MTF21163,RRBP1
MTF21164,RRBP1
MTF21165,RRBP1
MTF21166,RRBP1
MTF21167,RRBP1
MTF21168,RRBP1
MTF21170,RRBP1
MTF21171,METTL1
MTF21172,METTL1
MTF21173,METTL1
MTF21174,METTL1
MTF21175,METTL1
MTF21176,METTL1
MTF21177,METTL1
MTF21178,METTL1
MTF21179,METTL1
MTF21180,METTL1
MTF21181,METTL1
MTF21182,METTL1
MTF21183,METTL1
MTF21184,METTL1
MTF21186,METTL1
MTF21187,METTL1
MTF21188,METTL1
MTF21189,METTL1
MTF21190,METTL1
MTF21191,METTL1
MTF21192,METTL1
MTF21193,METTL1
MTF21195,METTL1
MTF21196,METTL1
MTF21197,METTL1
MTF21198,METTL1
MTF21199,METTL1
MTF21200,METTL1
MTF21201,METTL1
MTF21202,METTL1
MTF21203,METTL1
MTF21204,METTL1
MTF21205,METTL1
MTF21206,METTL1
MTF21208,METTL1
MTF21209,SRSF1
MTF21210,SRSF1
MTF21211,SRSF1
MTF21216,SRSF1
MTF21220,SRSF1
MTF21221,SRSF1
MTF21222,SRSF1
MTF21223,SRSF1
MTF21226,SRSF1
MTF21228,SRSF1
MTF21231,SRSF1
MTF21233,SRSF1
MTF21234,SRSF1
MTF21240,SRSF1
MTF21253,SRSF1
MTF21254,SRSF1
MTF21256,SRSF1
MTF21261,SRSF1
MTF21262,SRSF1
MTF21263,SRSF1
MTF21264,SRSF1
MTF21265,SRSF1
MTF21272,SRSF1
MTF21273,SRSF1
MTF21276,HNRNPF
MTF21277,HNRNPF
MTF21278,HNRNPF
MTF21279,HNRNPF
MTF21280,HNRNPF
MTF21281,HNRNPF
MTF21282,HNRNPF
MTF21283,HNRNPF
MTF21284,HNRNPF
MTF21285,HNRNPF
MTF21286,HNRNPF
MTF21287,HNRNPUL1
MTF21288,HNRNPUL1
MTF21289,HNRNPUL1
MTF21290,HNRNPUL1
MTF21291,HNRNPUL1
MTF21292,HNRNPUL1
MTF21294,HNRNPUL1
MTF21295,HNRNPUL1
MTF21296,HNRNPUL1
MTF21297,HNRNPUL1
MTF21298,HNRNPUL1
MTF21299,HNRNPUL1
MTF21300,HNRNPUL1
MTF21301,HNRNPUL1
MTF21302,HNRNPUL1
MTF21303,HNRNPUL1
MTF21304,HNRNPUL1
MTF21305,HNRNPUL1
MTF21306,HNRNPUL1
MTF21307,HNRNPUL1
MTF21308,HNRNPUL1
MTF21311,HNRNPUL1
MTF21312,EIF3B
MTF21313,EIF3B
MTF21314,EIF3B
MTF21315,EIF3B
MTF21316,EIF3B
MTF21317,EIF3B
MTF21318,EIF3B
MTF21319,EIF3B
MTF21320,EIF3B
MTF21321,EIF3B
MTF21322,EIF3B
MTF21323,EIF3B
MTF21324,EIF3B
MTF21327,EIF3B
MTF21328,EIF3B
MTF21329,EIF3B
MTF21330,EIF3B
MTF21331,EIF3B
MTF21332,EIF3B
MTF21333,EIF3B
MTF21335,EIF3B
MTF21336,EIF3B
MTF21337,EIF3B
MTF21338,EIF3B
MTF21339,EIF3B
MTF21342,SCAF8
MTF21343,SCAF8
MTF21344,SCAF8
MTF21345,SCAF8
MTF21347,SCAF8
MTF21348,SCAF8
MTF21349,SCAF8
MTF21350,SCAF8
MTF21352,SCAF8
MTF21353,SCAF8
MTF21354,SCAF8
MTF21355,SCAF8
MTF21357,SCAF8
MTF21358,HEXIM1
MTF21359,HEXIM1
MTF21360,HEXIM1
MTF21361,HEXIM1
MTF21362,HEXIM1
MTF21363,HEXIM1
MTF21364,HEXIM1
MTF21365,HEXIM1
MTF21366,HEXIM1
MTF21368,HEXIM1
MTF21369,HEXIM1
MTF21370,HEXIM1
MTF21371,HEXIM1
MTF21372,HEXIM1
MTF21373,HEXIM1
MTF21374,HEXIM1
MTF21375,HEXIM1
MTF21376,HEXIM1
MTF21377,HEXIM1
MTF21378,HEXIM1
MTF21379,HEXIM1
MTF21380,HEXIM1
MTF21381,HEXIM1
MTF21382,HEXIM1
MTF21383,HEXIM1
MTF21384,HEXIM1
MTF21385,HEXIM1
MTF21386,HEXIM1
MTF21388,HEXIM1
MTF21392,GEMIN5
MTF21397,GEMIN5
MTF21400,GEMIN5
MTF21401,GEMIN5
MTF21402,GEMIN5
MTF21403,GEMIN5
MTF21405,GEMIN5
MTF21406,GEMIN5
MTF21407,GEMIN5
MTF21408,GEMIN5
MTF21409,GEMIN5
MTF21411,GEMIN5
MTF21412,GEMIN5
MTF21413,GEMIN5
MTF21414,GEMIN5
MTF21415,GEMIN5
MTF21417,GEMIN5
MTF21418,GEMIN5
MTF21419,GEMIN5
MTF21420,GEMIN5
MTF21421,GEMIN5
MTF21422,GEMIN5
MTF21423,GEMIN5
MTF21424,GEMIN5
MTF21425,GEMIN5
MTF21426,GEMIN5
MTF21427,GEMIN5
MTF21428,GEMIN5
MTF21430,GEMIN5
MTF21431,GEMIN5
MTF21432,GEMIN5
MTF21433,GEMIN5
MTF21434,GEMIN5
MTF21435,GEMIN5
MTF21436,GEMIN5
MTF21437,GEMIN5
MTF21438,GEMIN5
MTF21439,GEMIN5
MTF21440,GEMIN5
MTF21441,GEMIN5
MTF21442,GEMIN5
MTF21444,GEMIN5
MTF21445,GEMIN5
MTF21448,DAP3
MTF21449,DAP3
MTF21450,DAP3
MTF21451,DAP3
MTF21452,DAP3
MTF21453,DAP3
MTF21455,DAP3
MTF21457,DAP3
MTF21458,DAP3
MTF21459,DAP3
MTF21460,DAP3
MTF21461,DAP3
MTF21462,DAP3
MTF21463,DAP3
MTF21464,DAP3
MTF21465,DAP3
MTF21466,DAP3
MTF21467,DAP3
MTF21468,DAP3
MTF21470,PRPF4
MTF21473,PRPF4
MTF21474,PRPF4
MTF21475,PRPF4
MTF21476,PRPF4
MTF21477,PRPF4
MTF21478,PRPF4
MTF21479,PRPF4
MTF21480,PRPF4
MTF21482,PRPF4
MTF21484,PRPF4
MTF21485,PRPF4
MTF21486,PRPF4
MTF21487,PRPF4
MTF21491,TRMT10A
MTF21493,TRMT10A
MTF21495,TRMT10A
MTF21496,TRMT10A
MTF21497,TRMT10A
MTF21499,TRMT10A
MTF21500,TRMT10A
MTF21501,TRMT10A
MTF21502,TRMT10A
MTF21503,TRMT10A
MTF21504,TRMT10A
MTF21505,TRMT10A
MTF21507,TRMT10A
MTF21509,TRMT10A
MTF21510,TRMT10A
MTF21511,TRMT10A
MTF21513,TRMT10A
MTF21514,TRMT10A
MTF21515,DDX21
MTF21516,DDX21
MTF21517,DDX21
MTF21518,DDX21
MTF21526,DDX21
MTF21527,DDX21
MTF21528,DDX21
MTF21529,DDX21
MTF21530,DDX21
MTF21531,DDX21
MTF21532,DDX21
MTF21533,DDX21
MTF21534,DDX21
MTF21535,DDX21
MTF21536,DDX21
MTF21539,DDX21
MTF21540,DDX21
MTF21541,DDX21
MTF21542,DDX21
MTF21543,DDX21
MTF21544,DDX21
MTF21545,DDX21
MTF21547,DDX21
MTF21548,DDX21
MTF21549,DDX21
MTF21550,DDX21
MTF21551,DDX21
MTF21553,DDX21
MTF21554,DDX21
MTF21555,DDX21
MTF21556,DDX21
MTF21557,DDX21
MTF21558,DDX21
MTF21559,DDX21
MTF21560,DDX21
MTF21561,DDX21
MTF21562,DDX21
MTF21563,DDX21
MTF21564,DDX21
MTF21565,DDX21
MTF21566,DDX21
MTF21567,DDX21
MTF21568,DDX21
MTF21569,DDX21
MTF21570,DDX21
MTF21571,DDX21
MTF21572,DDX21
MTF21573,DDX21
MTF21575,DDX21
MTF21576,DDX21
MTF21577,DDX21
MTF21578,DDX21
MTF21579,DDX21
MTF21581,DDX21
MTF21582,DDX21
MTF21583,DDX21
MTF21584,DDX21
MTF21585,DDX21
MTF21586,DDX21
MTF21587,DDX21
MTF21588,DDX21
MTF21589,DDX21
MTF21590,DDX21
MTF21591,DDX21
MTF21592,DDX21
MTF21593,DDX21
MTF21594,DDX21
MTF21595,PRPF8
MTF21596,PRPF8
MTF21597,PRPF8
MTF21598,PRPF8
MTF21599,PRPF8
MTF21601,PRPF8
MTF21602,PRPF8
MTF21603,PRPF8
MTF21604,PRPF8
MTF21605,PRPF8
MTF21606,PRPF8
MTF21607,PRPF8
MTF21608,PRPF8
MTF21609,PRPF8
MTF21610,PRPF8
MTF21611,PRPF8
MTF21612,PRPF8
MTF21613,PRPF8
MTF21614,PRPF8
MTF21615,PRPF8
MTF21616,PRPF8
MTF21617,PRPF8
MTF21618,PRPF8
MTF21622,PRPF8
MTF21625,PRPF8
MTF21626,PRPF8
MTF21628,PRPF8
MTF21629,PRPF8
MTF21630,PRPF8
MTF21631,PRPF8
MTF21632,PRPF8
MTF21633,PRPF8
MTF21634,PRPF8
MTF21635,NUDT21
MTF21636,NUDT21
MTF21637,NUDT21
MTF21638,NUDT21
MTF21641,NUDT21
MTF21642,NUDT21
MTF21643,NUDT21
MTF21645,NUDT21
MTF21646,NUDT21
MTF21647,NUDT21
MTF21648,NUDT21
MTF21649,NUDT21
MTF21651,NUDT21
MTF21652,NUDT21
MTF21653,NUDT21
MTF21654,NUDT21
MTF21655,NUDT21
MTF21656,NUDT21
MTF21657,NUDT21
MTF21658,NUDT21
MTF21660,NUDT21
MTF21661,NUDT21
MTF21662,NUDT21
MTF21663,NUDT21
MTF21664,NUDT21
MTF21665,NUDT21
MTF21666,NUDT21
MTF21667,NUDT21
MTF21668,NUDT21
MTF21669,NUDT21
MTF21670,NUDT21
MTF21671,NUDT21
MTF21672,NUDT21
MTF21674,NUDT21
MTF21675,NUDT21
MTF21676,NUDT21
MTF21678,NUDT21
MTF21679,NUDT21
MTF21680,NUDT21
MTF21681,NUDT21
MTF21683,NUDT21
MTF21685,RNMT
MTF21686,RNMT
MTF21687,RNMT
MTF21688,RNMT
MTF21689,RNMT
MTF21690,RNMT
MTF21691,RNMT
MTF21692,RNMT
MTF21693,DKC1
MTF21694,DKC1
MTF21695,DKC1
MTF21696,DKC1
MTF21697,DKC1
MTF21698,DKC1
MTF21699,DKC1
MTF21701,DKC1
MTF21702,DKC1
MTF21703,DKC1
MTF21704,DKC1
MTF21705,DKC1
MTF21706,DKC1
MTF21707,DKC1
MTF21708,DKC1
MTF21709,DKC1
MTF21712,DKC1
MTF21713,DKC1
MTF21714,DKC1
MTF21715,DKC1
MTF21716,DKC1
MTF21717,DKC1
MTF21718,DKC1
MTF21719,NOP2
MTF21720,NOP2
MTF21721,NOP2
MTF21722,NOP2
MTF21723,NOP2
MTF21724,NOP2
MTF21725,NOP2
MTF21726,NOP2
MTF21727,NOP2
MTF21729,NOP2
MTF21731,NOP2
MTF21732,NOP2
MTF21733,NOP2
MTF21735,NOP2
MTF21736,NOP2
MTF21737,NOP2
MTF21738,NOP2
MTF21739,NOP2
MTF21740,NOP2
MTF21741,NOP2
MTF21743,NOP2
MTF21744,NOP2
MTF21745,RBM7
MTF21746,RBM7
MTF21747,RBM7
MTF21748,RBM7
MTF21749,RBM7
MTF21750,RBM7
MTF21751,RBM7
MTF21752,RBM7
MTF21753,RBM7
MTF21754,RBM7
MTF21756,RBM7
MTF21757,RBM7
MTF21758,RBM7
MTF21760,RBM7
MTF21761,RBM7
MTF21762,RBM7
MTF21763,RBM7
MTF21764,RBM7
MTF21766,RBM7
MTF21767,RBM7
MTF21768,RBM7
MTF21769,RBM7
MTF21770,RBM7
MTF21771,RBM7
MTF21772,SBDS
MTF21773,SBDS
MTF21774,SBDS
MTF21775,SBDS
MTF21776,SBDS
MTF21777,SBDS
MTF21778,SBDS
MTF21779,SBDS
MTF21780,SBDS
MTF21781,SBDS
MTF21782,SBDS
MTF21783,SBDS
MTF21784,SBDS
MTF21785,SBDS
MTF21786,SBDS
MTF21787,SBDS
MTF21788,SBDS
MTF21790,SBDS
MTF21792,SBDS
MTF21793,SBDS
MTF21795,SBDS
MTF21796,SERBP1
MTF21799,SERBP1
MTF21800,SERBP1
MTF21801,SERBP1
MTF21803,SERBP1
MTF21804,SERBP1
MTF21805,SERBP1
MTF21807,SERBP1
MTF21809,SERBP1
MTF21811,SERBP1
MTF21812,SERBP1
MTF21814,SERBP1
MTF21816,SERBP1
MTF21817,SERBP1
MTF21818,SERBP1
MTF21819,SERBP1
MTF21820,SERBP1
MTF21822,SERBP1
MTF21823,SERBP1
MTF21825,SERBP1
MTF21826,SERBP1
MTF21827,SERBP1
MTF21828,SERBP1
MTF21829,SERBP1
MTF21830,SERBP1
MTF21831,SERBP1
MTF21832,SERBP1
MTF21833,SERBP1
MTF21834,SERBP1
MTF21835,SERBP1
MTF21836,SERBP1
MTF21837,SERBP1
MTF21838,SERBP1
MTF21839,SERBP1
MTF21840,SERBP1
MTF21841,SERBP1
MTF21842,SERBP1
MTF21843,SERBP1
MTF21845,SERBP1
MTF21846,SERBP1
MTF21847,SERBP1
MTF21848,SRSF2
MTF21849,SRSF2
MTF21850,SRSF2
MTF21851,SRSF2
MTF21852,SRSF2
MTF21853,SRSF2
MTF21854,SRSF2
MTF21855,SRSF2
MTF21856,SRSF2
MTF21857,SRSF2
MTF21858,SRSF2
MTF21859,SRSF2
MTF21862,SRSF2
MTF21863,SRSF2
MTF21864,SRSF2
MTF21865,SRSF2
MTF21866,SRSF2
MTF21867,SRSF2
MTF21868,SRSF2
MTF21870,SRSF2
MTF21871,SRSF2
MTF21872,SRSF2
MTF21873,SRSF2
MTF21874,SRSF2
MTF21875,SRSF2
MTF21876,SRSF2
MTF21877,SRSF2
MTF21878,SRSF2
MTF21879,SRSF2
MTF21880,SRSF2
MTF21882,SRSF2
MTF21883,SRSF2
MTF21884,SRSF2
MTF21885,SRSF2
MTF21886,SRSF2
MTF21887,SRSF2
MTF21888,SRSF2
MTF21889,SRSF2
MTF21890,SRSF2
MTF21891,SRSF2
MTF21893,SRSF2
MTF21894,SRSF2
MTF21895,ZNF184
MTF21896,ZNF184
MTF21897,ZNF184
MTF21898,ZNF184
MTF21899,ZNF184
MTF21900,ZNF184
MTF21901,ZNF184
MTF21903,ZNF184
MTF21904,ZNF184
MTF21905,RO60
MTF21906,RO60
MTF21907,RO60
MTF21908,RO60
MTF21909,RO60
MTF21910,RO60
MTF21911,RO60
MTF21912,RO60
MTF21913,RO60
MTF21914,RO60
MTF21915,RO60
MTF21917,RO60
MTF21918,RO60
MTF21920,RO60
MTF21922,RO60
MTF21923,RO60
MTF21924,RO60
MTF21925,RO60
MTF21926,RO60
MTF21927,RO60
MTF21928,RO60
MTF21929,RO60
MTF21930,RO60
MTF21931,RO60
MTF21932,RO60
MTF21933,RO60
MTF21939,RBMX
MTF21940,RBMX
MTF21941,RBMX
MTF21942,RBMX
MTF21943,RBMX
MTF21944,RBMX
MTF21945,RBMX
MTF21946,RBMX
MTF21947,RBMX
MTF21948,RBMX
MTF21949,RBMX
MTF21952,RBMX
MTF21953,RBMX
MTF21954,RBMX
MTF21955,RBMX
MTF21956,RBMX
MTF21959,RBMX
MTF21961,RBMX
MTF21962,RBMX
MTF21963,RBMX
MTF21964,RBMX
MTF21965,RBMX
MTF21967,RBMX
MTF21970,RBMX
MTF21971,RBMX
MTF21972,RBMX
MTF21973,RBMX
MTF21974,RBMX
MTF21975,RBMX
MTF21976,RBMX
MTF21982,RBMX
MTF21983,RBMX
MTF21984,RBMX
MTF21985,RBMX
MTF21986,RBMX
MTF21987,RBMX
MTF21988,RBMX
MTF21989,RBMX
MTF21990,RBMX
MTF21992,RBMX
MTF21993,RBMX
MTF21994,RBMX
MTF21995,RBMX
MTF21997,RBMX
MTF21998,RBMX
MTF21999,RBMX
MTF22000,RBMX
MTF22001,RBMX
MTF22004,AGO1
MTF22007,AGO1
MTF22009,AGO1
MTF22010,AGO1
MTF22011,AGO1
MTF22012,AGO1
MTF22015,AGO1
MTF22016,AGO1
MTF22019,AGO1
MTF22020,AGO1
MTF22021,AGO1
MTF22022,AGO1
MTF22023,AGO1
MTF22024,AGO1
MTF22025,AGO1
MTF22026,AGO1
MTF22027,AGO1
MTF22028,AGO1
MTF22029,AGO1
MTF22032,AGO1
MTF22034,AGO1
MTF22035,AGO1
MTF22036,AGO1
MTF22037,AGO1
MTF22038,AGO1
MTF22039,AGO1
MTF22040,AGO1
MTF22041,AGO1
MTF22042,AGO1
MTF22043,AGO1
MTF22044,AGO1
MTF22045,AGO1
MTF22046,AGO1
